School ID,School Name,Latitude,Longitude,Student Count,Low Income Student Count,Graduation Rate,Atttendance Rate Current Year,Address State,Address Street,Address Zip Code,Is High School,Is Middle School,Is Elementarty School,Is Pre School
610355,Mary E Courtenay Elementary Language Arts Center,41.962308,-87.663853,267,234,,88.6,Illinois,4420 N BEACON St,60640,False,True,True,True
610390,Hyman G Rickover Naval Academy High School,41.957599,-87.769938,517,341,93.0,87.1,Illinois,5700 W BERTEAU Ave,60634-1717,True,False,False,False
610055,Michael Faraday Elementary School,41.879714,-87.708092,175,174,,88.4,Illinois,3250 W MONROE St,60624,False,True,True,True
609698,William J Bogan High School,41.749376,-87.721097,604,513,71.3,76.7,Illinois,3939 W 79TH St,60652,True,False,False,False
609746,Kenwood Academy High School,41.803772,-87.590421,2202,1216,94.4,88.6,Illinois,5015 S BLACKSTONE Ave,60615,True,True,False,False
400098,Noble - Muchin College Prep,41.88274,-87.626338,901,676,96.4,88.7,Illinois,1 N STATE St,60602,True,False,False,False
400162,Intrinsic Charter School,41.938988,-87.741129,968,882,92.9,88.6,Illinois,4540 W BELMONT Ave,60641,True,True,False,False
609969,Bret Harte Elementary School,41.793447,-87.586855,351,268,,90.3,Illinois,1556 E 56TH St,60637,False,True,True,True
610248,Chicago Academy Elementary School,41.943056,-87.778187,547,350,,92.1,Illinois,3400 N AUSTIN Ave,60634,False,True,True,True
609978,Wendell Smith Elementary School,41.707558,-87.60466,356,334,,94.9,Illinois,744 E 103RD St,60628,False,True,True,True
400124,YCCS- McKinley Lakeside Leadership HS,41.841331,-87.625331,105,105,,73.2,Illinois,2920 S WABASH Ave,60616,True,False,False,False
609893,John C Dore Elementary School,41.773825866,-87.79974193,745,374,,91.5,Illinois,7134 W 65TH St,60638-4606,False,True,True,True
400120,Acero Charter Schools - Roberto Clemente,41.917952,-87.78783,461,382,,92.2,Illinois,2050 N NATCHEZ Ave,60707,False,True,True,False
610202,George W Tilton Elementary School,41.884102,-87.730566,257,210,,87.8,Illinois,223 N KEELER Ave,60624,False,True,True,True
610282,Ronald E McNair Elementary School,41.897819,-87.746731,336,300,,90.4,Illinois,4820 W WALTON St,60651,False,True,True,True
610060,Chicago World Language Academy,41.8743,-87.660985,449,187,,94.6,Illinois,1340 W HARRISON St,60607,False,True,True,False
609975,John Hay Elementary Community Academy,41.899171,-87.755813,254,249,,90.0,Illinois,1018 N LARAMIE Ave,60651,False,True,True,True
610155,Sauganash Elementary School,41.991169,-87.745951,701,112,,93.9,Illinois,6040 N KILPATRICK Ave,60646,False,True,True,True
610199,Johnnie Colemon Elementary Academy,41.677505,-87.658111,164,129,,92.2,Illinois,1441 W 119TH St,60643,False,True,True,True
609983,James Hedges Elementary School,41.807112,-87.673327,509,476,,91.3,Illinois,4747 S WINCHESTER Ave,60609,False,True,True,True
609973,Emiliano Zapata Elementary Academy,41.841394,-87.734313,513,471,,91.4,Illinois,2728 S KOSTNER Ave,60623,False,True,True,True
609959,John Charles Haines Elementary School,41.849958,-87.633806,461,361,,96.9,Illinois,247 W 23RD Pl,60616,False,True,True,True
400052,Noble - Gary Comer College Prep,41.764083,-87.601974,986,865,82.7,84.5,Illinois,7131 S SOUTH CHICAGO Ave,60619,True,True,True,False
400060,Asian Human Services - Passages Charter School,41.983371,-87.67116,352,302,,89.7,Illinois,1643 W BRYN MAWR Ave,60660,False,True,True,False
609967,William F Finkl Elementary School,41.849215,-87.685668,246,218,,89.8,Illinois,2332 S WESTERN Ave,60608,False,True,True,True
610547,South Shore Intl College Prep High School,41.758792,-87.576353,589,439,92.9,81.7,Illinois,1955 E 75TH St,60649,True,False,False,False
400086,Urban Prep Academy for Young Men - Englewood,41.781498,-87.634357,82,70,83.8,91.6,Illinois,6201 S STEWART Ave,60621,True,False,False,False
610142,William H Ray Elementary School,41.792348,-87.594752,612,305,,91.4,Illinois,5631 S KIMBARK Ave,60637,False,True,True,True
610354,North River Elementary School,41.961721,-87.707151,319,263,,93.8,Illinois,3729 W LELAND Ave,60625-5706,False,True,True,True
400079,Acero Charter Schools - SPC Daniel Zizumbo,41.810135,-87.730495,527,454,,91.6,Illinois,4248 W 47TH St,60632,False,True,True,False
609732,Charles P Steinmetz College Preparatory HS,41.935634,-87.783515,1050,908,79.0,75.4,Illinois,3030 N MOBILE Ave,60634,True,False,False,False
609836,Arthur E Canty Elementary School,41.948007,-87.829296,809,443,,92.1,Illinois,3740 N PANAMA Ave,60634,False,True,True,True
609739,George Washington High School,41.688137,-87.53757,1464,1187,84.4,82.9,Illinois,3535 E 114TH St,60617,True,False,False,False
609782,John J Audubon Elementary School,41.945062,-87.681041,613,62,,94.1,Illinois,3500 N HOYNE Ave,60618,False,True,True,True
609815,Edward A Bouchet Math & Science Academy ES,41.760847,-87.576075,682,661,,87.2,Illinois,7355 S JEFFERY Blvd,60649,False,True,True,True
610295,Thomas J Higgins Elementary Community Academy,41.681031,-87.646994,254,239,,89.6,Illinois,11710 S MORGAN St,60643,False,True,True,True
609985,Helen M Hefferan Elementary School,41.878665,-87.735802,236,215,,86.8,Illinois,4409 W WILCOX St,60624,False,True,True,True
609733,Roger C Sullivan High School,42.002688,-87.669192,719,469,72.2,75.3,Illinois,6631 N BOSWORTH Ave,60626,True,False,False,False
610193,William K New Sullivan Elementary School,41.743829,-87.542928,482,456,,87.6,Illinois,8331 S MACKINAW Ave,60617,False,True,True,True
400080,Acero Charter Schools - PFC Omar E. Torres,41.8082,-87.73045,533,471,,90.3,Illinois,4248 W 47TH St,60632,False,True,True,False
610599,Catalpa Early Childhood Center,41.9759599,-87.7663557,235,95,,,Illinois,5252 N LONG ,60630-1438,False,False,False,True
610293,Genevieve Melody Elementary School,41.878799,-87.724661,346,333,,98.0,Illinois,3937 W WILCOX St,60624,False,True,True,True
610225,John Whistler Elementary School,41.683907,-87.655384,236,215,,90.7,Illinois,11533 S ADA St,60643,False,True,True,True
610024,Lazaro Cardenas Elementary School,41.848488,-87.716017,766,734,,90.3,Illinois,2345 S MILLARD Ave,60623,False,True,True,True
609762,Percy L Julian High School,41.705859,-87.653749,402,308,72.9,74.1,Illinois,10330 S ELIZABETH St,60643,True,False,False,False
609682,Ellen H Richards Career Academy High School,41.802881,-87.662278,326,305,76.9,76.2,Illinois,5009 S LAFLIN St,60609,True,False,False,False
609966,Charles G Hammond Elementary School,41.852719,-87.696243,258,251,,89.4,Illinois,2819 W 21ST Pl,60623,False,True,True,True
400163,KIPP Chicago Charter School - KIPP Bloom,41.793556,-87.639967,895,848,,89.6,Illinois,5515 S LOWE Ave,60621,False,True,True,False
400116,The Montessori School of Englewood Charter,41.774572,-87.676147,354,350,,89.6,Illinois,6936 S HERMITAGE Ave,60636-3333,False,True,True,False
400059,North Lawndale College Prep - Collins,41.864146,-87.700681,246,235,82.9,73.2,Illinois,1313 S SACRAMENTO Dr,60623,True,False,False,False
610057,Fairfield Elementary Academy,41.780904,-87.692115,481,473,,90.0,Illinois,6201 S FAIRFIELD Ave,60629,False,True,True,True
609993,Agustin Lara Elementary Academy,41.80977,-87.672182,363,335,,90.1,Illinois,4619 S WOLCOTT Ave,60609,False,True,True,True
609791,Perkins Bass Elementary School,41.774246,-87.653532,296,287,,88.0,Illinois,1140 W 66TH St,60621,False,True,True,True
609909,Edward Everett Elementary School,41.831555,-87.68131,87,74,,96.0,Illinois,3419 S BELL Ave,60608,False,False,True,True
610123,William Penn Elementary School,41.858372,-87.722386,229,202,,89.4,Illinois,1616 S AVERS Ave,60623,False,True,True,True
609996,Charles N Holden Elementary School,41.838027,-87.653792,413,304,,91.3,Illinois,1104 W 31ST St,60608,False,True,True,True
400011,Alain Locke Charter School,41.877248,-87.705235,342,303,,90.1,Illinois,3141 W JACKSON Blvd,60612,False,True,True,False
609754,Chicago Military Academy High School,41.830555,-87.619216,197,131,81.8,81.9,Illinois,3519 S GILES Ave,60653,True,False,False,False
400047,L.E.A.R.N. - Charles and Dorothy Campbell Campus,41.877861,-87.698739,344,330,,89.3,Illinois,212 S FRANCISCO Ave,60612,False,False,True,False
610207,John H Vanderpoel Elementary Magnet School,41.720817,-87.665559,245,144,,94.5,Illinois,9510 S PROSPECT Ave,60643,False,True,True,False
610174,James Shields Elementary School,41.815909,-87.689647,435,412,,89.1,Illinois,4250 S ROCKWELL St,60632,False,False,True,True
610368,Langston Hughes Elementary School,41.705342,-87.629869,464,404,,86.8,Illinois,240 W 104TH St,60628,False,True,True,True
609786,Avalon Park Elementary School,41.748247,-87.591654,233,207,,88.7,Illinois,8045 S KENWOOD Ave,60619,False,True,True,True
610238,Carrie Jacobs Bond Elementary School,41.765361,-87.653018,239,227,,88.6,Illinois,7050 S MAY St,60621,False,True,True,True
609862,Edward Coles Elementary Language Academy,41.741413,-87.56597,293,214,,89.2,Illinois,8441 S YATES Blvd,60617,False,True,True,True
609828,Jonathan Burr Elementary School,41.912358,-87.668661,460,117,,94.1,Illinois,1621 W WABANSIA Ave,60622,False,True,True,False
610135,Portage Park Elementary School,41.956988,-87.761007,943,646,,90.8,Illinois,5330 W BERTEAU Ave,60641,False,True,True,True
400021,Catalyst Elementary Charter School - Circle Rock,41.882322,-87.765322,498,416,,91.8,Illinois,5608 W WASHINGTON Blvd,60644,False,True,True,False
610180,John M Smyth Elementary School,41.865351,-87.653445,372,318,,87.4,Illinois,1059 W 13TH St,60608,False,True,True,True
610564,Disney II Magnet High School,41.952488,-87.721364,714,326,90.0,84.4,Illinois,3900 N LAWNDALE Ave,60618,True,True,False,False
610350,Robert A Black Magnet Elementary School,41.729692,-87.576643,333,237,,95.3,Illinois,9101 S EUCLID Ave,60617-3749,False,True,True,False
609875,Charles R Darwin Elementary School,41.923323,-87.705413,500,376,,92.5,Illinois,3116 W BELDEN Ave,60647,False,True,True,True
609779,George Armstrong International Studies ES,42.01015,-87.684442,1306,1118,,92.2,Illinois,2110 W GREENLEAF Ave,60645,False,True,True,True
400180,KIPP One Academy,41.893805,-87.726615,989,965,,93.0,Illinois,730 N PULASKI ,60624-1063,False,True,True,False
609919,John Fiske Elementary School,41.785183,-87.608633,392,307,,87.1,Illinois,6020 S LANGLEY Ave,60637,False,True,True,True
609871,Barbara Vick Early Childhood & Family Center,41.688191,-87.685677,452,213,,,Illinois,2554 W 113TH St,60655,False,False,False,True
609710,John M Harlan Community Academy High School,41.718372,-87.620623,171,153,75.3,66.2,Illinois,9652 S MICHIGAN Ave,60628,True,False,False,False
609976,Stephen K Hayt Elementary School,41.994541,-87.668504,898,747,,91.0,Illinois,1518 W GRANVILLE Ave,60660,False,True,True,True
400118,Noble - DRW College Prep,41.869328,-87.711654,295,240,80.7,75.6,Illinois,931 S HOMAN Ave,60624,True,False,False,False
609866,John C Coonley Elementary School,41.955553,-87.683765,725,79,,94.2,Illinois,4046 N LEAVITT St,60618,False,True,True,False
610170,Columbia Explorers Elementary Academy,41.811069,-87.704199,730,632,,93.6,Illinois,4520 S KEDZIE Ave,60632,False,True,True,True
610499,Collins Academy STEAM High School,41.864149,-87.702042,197,190,72.3,80.5,Illinois,1313 S SACRAMENTO Dr,60623,True,False,False,False
609764,Benito Juarez Community Academy High School,41.852667,-87.663732,1480,1254,86.6,76.4,Illinois,1450 W CERMAK Rd,60608-4408,True,False,False,False
609691,North-Grand High School,41.911674,-87.735238,1020,898,82.7,80.9,Illinois,4338 W WABANSIA Ave,60639,True,False,False,False
609805,Scott Joplin Elementary School,41.749339,-87.669366,277,265,,89.6,Illinois,7931 S HONORE St,60620,False,True,True,True
610165,Franz Peter Schubert Elementary School,41.930403,-87.76119,551,447,,90.1,Illinois,2727 N LONG Ave,60639,False,False,True,True
609810,Norman A Bridge Elementary School,41.949114,-87.798669,1093,640,,91.2,Illinois,3800 N NEW ENGLAND Ave,60634,False,True,True,True
610108,Luke O'Toole Elementary School,41.774571,-87.674865,346,309,,89.0,Illinois,6550 S SEELEY Ave,60636,False,True,True,True
610279,Henry O Tanner Elementary School,41.760673,-87.606791,272,262,,86.8,Illinois,7350 S EVANS Ave,60619,False,True,True,True
610366,Charles H Wacker Elementary School,41.716193,-87.648044,217,185,,93.9,Illinois,9746 S MORGAN St,60643,False,True,True,True
609800,Frank I Bennett Elementary School,41.710435,-87.61739,290,234,,90.6,Illinois,10115 S PRAIRIE Ave,60628,False,True,True,True
609723,John Marshall Metropolitan High School,41.878444,-87.70805,208,183,79.7,68.2,Illinois,3250 W ADAMS St,60624,True,False,False,False
609735,Edward Tilden Career Community Academy HS,41.80751,-87.642966,254,214,57.4,74.3,Illinois,4747 S UNION Ave,60609,True,False,False,False
610518,Austin College and Career Academy High School,41.885993,-87.761916,141,123,66.7,61.5,Illinois,231 N PINE Ave,60644,True,False,False,False
400057,Noble - UIC College Prep,41.865817,-87.676111,913,783,92.1,85.2,Illinois,1231 S DAMEN Ave,60608,True,False,False,False
610116,Parkside Elementary Community Academy,41.768555,-87.582954,289,259,,86.9,Illinois,6938 S EAST END Ave,60649,False,True,True,True
609864,John W Cook Elementary School,41.745237,-87.659775,334,238,,91.8,Illinois,8150 S BISHOP St,60620,False,True,True,True
610112,Francis W Parker Elementary Community Academy,41.77078,-87.634086,354,336,,87.7,Illinois,6800 S STEWART Ave,60621,False,True,True,True
610369,Mahalia Jackson Elementary School,41.734125,-87.646767,316,271,,89.2,Illinois,917 W 88TH St,60620,False,True,True,True
610159,Jonathan Y Scammon Elementary School,41.941678,-87.732179,617,540,,90.2,Illinois,4201 W HENDERSON St,60641,False,True,True,True
610208,Mildred I Lavizzo Elementary School,41.696262,-87.627148,410,405,,92.5,Illinois,138 W 109TH St,60628,False,True,True,True
610246,Edward Beasley Elementary Magnet Academic Center,41.798465,-87.625692,1125,784,,91.0,Illinois,5255 S STATE St,60609,False,True,True,True
400071,Providence Englewood Charter School,41.775367,-87.663996,418,410,,90.0,Illinois,6515 S ASHLAND Ave,60636,False,True,True,False
609929,Robert Fulton Elementary School,41.79758,-87.668436,331,324,,88.5,Illinois,5300 S HERMITAGE Ave,60609,False,True,True,True
609680,Walter Payton College Preparatory High School,41.901575,-87.635385,1249,417,98.7,92.4,Illinois,1034 N WELLS St,60610,True,False,False,False
610593,Ombudsman Chicago - Roseland,41.695105,-87.642816,162,149,,50.4,IL,10928 S HALSTED ,60628-3128,True,False,False,False
609986,Charles R Henderson Elementary School,41.790591,-87.671887,263,187,,89.8,Illinois,5650 S WOLCOTT Ave,60636,False,True,True,True
609761,George H Corliss High School,41.70666,-87.601216,378,336,79.2,78.4,Illinois,821 E 103RD St,60628,True,False,False,False
610323,Bowen High School,41.734627,-87.55755,268,242,58.1,72.7,Illinois,2710 E 89TH St,60617,True,False,False,False
610070,James B McPherson Elementary School,41.967847,-87.676288,816,348,,93.2,Illinois,4728 N WOLCOTT Ave,60640,False,True,True,True
400139,YCCS-Sullivan House Alternative HS,41.746287,-87.578492,294,282,,81.4,Illinois,8164 S SOUTH CHICAGO Ave,60617,True,False,False,False
400135,YCCS-Latino Youth Alternative HS,41.854665,-87.69543,148,143,,62.3,Illinois,2001 S CALIFORNIA Ave,60608,True,False,False,False
609797,Jacob Beidler Elementary School,41.885321,-87.705855,244,209,,90.1,Illinois,3151 W WALNUT St,60612,False,True,True,True
610223,Daniel S Wentworth Elementary School,41.765076,-87.658205,483,460,,88.6,Illinois,1340 W 71ST St,60636,False,True,True,True
610215,Francisco I Madero Middle School,41.840957,-87.705064,234,175,,89.7,Illinois,3202 W 28TH St,60623,False,True,True,False
610219,George Washington Elementary School,41.688131,-87.536015,568,451,,91.8,Illinois,3611 E 114TH St,60617,False,True,True,True
610002,Thomas Hoyne Elementary School,41.733338,-87.568228,226,163,,91.1,Illinois,8905 S CRANDON Ave,60617,False,True,True,True
610047,James Madison Elementary School,41.759548,-87.590712,223,219,,87.2,Illinois,7433 S DORCHESTER Ave,60619,False,True,True,True
610126,John J Pershing STEAM Magnet Elementary School,41.836527,-87.618338,437,361,,91.8,Illinois,3200 S CALUMET Ave,60616,False,True,True,True
609972,Helge A Haugan Elementary School,41.964029,-87.723128,1082,950,,92.1,Illinois,4540 N HAMLIN Ave,60625,False,True,True,True
610015,Joseph Jungman STEM Magnet Elementary School,41.858065,-87.652302,316,238,,89.6,Illinois,1746 S MILLER St,60608,False,True,True,True
610041,Josephine C Locke Elementary School,41.931762,-87.795604,1099,966,,89.9,Illinois,2828 N OAK PARK Ave,60634,False,True,True,True
610245,Frederick A Douglass Academy High School,41.890369,-87.767668,26,21,,75.4,Illinois,543 N WALLER Ave,60644,True,False,False,False
609821,Burnham Elementary Inclusive Academy,41.714402,-87.567131,385,373,,89.9,Illinois,9928 S CRANDON Ave,60617,False,True,True,True
609693,George Westinghouse College Prep,41.889977,-87.707332,1195,727,96.5,86.2,Illinois,3223 W FRANKLIN Blvd,60624,True,False,False,False
610056,Roswell B Mason Elementary School,41.856864,-87.731672,239,221,,87.2,Illinois,4217 W 18TH St,60623,False,True,True,True
609900,George W Curtis Elementary School,41.685418,-87.621653,366,361,,86.7,Illinois,32 E 115TH St,60628,False,True,True,True
610362,Medgar Evers Elementary School,41.715665,-87.639305,225,202,,91.1,Illinois,9811 S LOWE Ave,60628,False,True,True,True
400151,L.E.A.R.N. Charter School - 7th Campus,41.88741,-87.701397,146,134,,93.4,Illinois,3021 W CARROLL Ave,60612,False,False,True,False
610384,Infinity Math Science and Technology High School,41.836169,-87.735278,405,376,92.6,89.3,Illinois,3120 S KOSTNER Ave,60623,True,False,False,False
610191,Stone Elementary Scholastic Academy,41.995359,-87.684793,541,333,,93.2,Illinois,6239 N LEAVITT St,60659,False,True,True,False
610016,Kate S Kellogg Elementary School,41.725263,-87.677233,302,96,,95.0,Illinois,9241 S LEAVITT St,60643-6318,False,True,True,False
609958,Frank W Gunsaulus Elementary Scholastic Academy,41.813007,-87.699364,662,582,,94.4,Illinois,4420 S SACRAMENTO Ave,60632,False,True,True,True
609874,Everett McKinley Dirksen Elementary School,41.973715,-87.841041,1276,1003,,90.9,Illinois,8601 W FOSTER Ave,60656,False,True,True,True
610127,Mary Gage Peterson Elementary School,41.981557,-87.712583,911,546,,91.9,Illinois,5510 N CHRISTIANA Ave,60625,False,True,True,True
610096,Florence Nightingale Elementary School,41.797714,-87.689139,920,837,,92.2,Illinois,5250 S ROCKWELL St,60632,False,True,True,True
610383,Greater Lawndale High School For Social Justice,41.833507,-87.735299,263,239,81.3,81.3,Illinois,3120 S KOSTNER Ave,60623,True,False,False,False
400083,Acero Charter Schools - Octavio Paz Campus,41.850035,-87.692551,100,93,,93.1,Illinois,2651 W 23RD St,60608,False,True,True,False
609727,Wendell Phillips Academy High School,41.82388,-87.619796,405,301,75.2,63.5,Illinois,244 E PERSHING Rd,60653,True,False,False,False
400091,Chicago Technology Academy High School,41.863301,-87.659095,301,280,92.8,87.3,Illinois,1301 W 14TH St,60608,True,False,False,False
610329,Orozco Fine Arts & Sciences Elementary School,41.857755,-87.67521,282,206,,94.6,Illinois,1940 W 18TH St,60608,False,True,True,True
609891,James R Doolittle Jr Elementary School,41.831121,-87.612275,256,233,,90.1,Illinois,535 E 35TH St,60616,False,True,True,True
610573,Safe Achieve Academy HS,41.753115,-87.551804,34,26,,74.9,Illinois,7877 S COLES Ave,60649-4817,True,False,False,False
610054,John L Marsh Elementary School,41.716588,-87.552483,629,540,,91.0,Illinois,9822 S EXCHANGE Ave,60617,False,True,True,True
610089,John B Murphy Elementary School,41.950078,-87.716832,519,278,,91.3,Illinois,3539 W GRACE St,60618,False,True,True,True
609741,Gurdon S Hubbard High School,41.780526,-87.718014,1527,1451,85.4,80.3,Illinois,6200 S HAMLIN Ave,60629,True,False,False,False
610276,Irvin C Mollison Elementary School,41.814358,-87.616618,252,212,,85.1,Illinois,4415 S DR MARTIN L KING JR Dr,60653,False,True,True,True
610030,Charles Kozminski Elementary Community Academy,41.798002,-87.602481,282,238,,89.0,Illinois,936 E 54TH St,60615,False,True,True,True
609774,Louisa May Alcott College Preparatory ES,41.92985,-87.646413,562,74,,94.2,Illinois,2625 N ORCHARD St,60614-1573,False,True,True,True
610561,Richard T Crane Medical Preparatory HS,41.876947,-87.683301,283,248,83.0,73.8,Illinois,2245 W JACKSON Blvd,60612,True,False,False,False
610601,SAFE Achieve Academy West HS,41.753115,-87.551804,32,15,,,IL,230 N KOLMAR ,60624-2120,True,False,False,False
610109,William Bishop Owen Scholastic Academy ES,41.74285,-87.705749,278,170,,94.2,Illinois,8247 S CHRISTIANA Ave,60652,False,True,True,True
400106,Noble - John and Eunice Johnson College Prep,41.778369,-87.635117,478,437,81.0,82.6,Illinois,6350 S STEWART Ave,60621,True,False,False,False
609938,Joseph E Gary Elementary School,41.837065,-87.718697,710,677,,91.6,Illinois,3740 W 31ST St,60623,False,True,True,True
609954,John Milton Gregory Elementary School,41.870742,-87.718666,302,274,,92.5,Illinois,3715 W POLK St,60624,False,True,True,True
609921,Telpochcalli Elementary School,41.847947,-87.696006,217,191,,88.7,Illinois,2832 W 24TH Blvd,60623,False,True,True,True
400084,Acero Charter Schools - Rufino Tamayo,41.79993,-87.693862,259,237,,93.4,Illinois,5135 S CALIFORNIA Ave,60632,False,True,True,False
609917,Fernwood Elementary School,41.711184,-87.640414,271,248,,92.6,Illinois,10041 S UNION Ave,60628,False,True,True,True
610158,Harriet E Sayre Elementary Language Academy,41.914151,-87.798721,385,233,,89.6,Illinois,1850 N NEWLAND Ave,60707,False,True,True,True
400136,YCCS-Olive Harvey Middle College HS,41.712922,-87.592333,107,97,,67.8,Illinois,10001 S WOODLAWN Ave,60628,True,False,False,False
609749,Northside College Preparatory High School,41.981315,-87.708708,1058,386,97.5,92.4,Illinois,5501 N KEDZIE Ave,60625,True,False,False,False
610300,Oliver S Westcott Elementary School,41.748868,-87.634751,408,324,,89.2,Illinois,409 W 80TH St,60620,False,True,True,True
610515,Disney II Magnet School,41.950461,-87.730678,420,133,,93.3,Illinois,3815 N KEDVALE Ave,60641,False,False,True,True
609884,William E Dever Elementary School,41.942552,-87.813132,748,436,,91.4,Illinois,3436 N OSCEOLA Ave,60634,False,True,True,True
400044,KIPP Ascend Charter School,41.85837,-87.721071,884,850,,89.6,Illinois,1616 S AVERS Ave,60623,False,True,True,False
610059,Oscar Mayer Magnet School,41.923204,-87.657287,711,73,,94.0,Illinois,2250 N CLIFTON Ave,60614,False,True,True,True
609751,Dr  Martin Luther King  Jr  College Prep HS,41.813675,-87.603874,784,646,91.4,90.9,Illinois,4445 S DREXEL Blvd,60653,True,False,False,False
610122,Helen Peirce International Studies ES,41.983456,-87.66585,1111,398,,93.7,Illinois,1423 W BRYN MAWR Ave,60660,False,True,True,True
610044,James Russell Lowell Elementary School,41.90652,-87.710217,316,281,,89.3,Illinois,3320 W HIRSCH St,60651,False,True,True,True
400048,L.E.A.R.N. - Excel Campus,41.874687,-87.686568,374,351,,88.8,Illinois,3021 W CARROLL Ave,60612,False,False,True,False
610541,Federico Garcia Lorca Elementary School,41.940026,-87.724783,635,557,,91.6,Illinois,3231 N SPRINGFIELD Ave,60618,False,True,True,True
610010,Friedrich L. Jahn Elementary of the Fine Arts,41.939247,-87.67581,369,189,,90.5,Illinois,3149 N WOLCOTT Ave,60657,False,True,True,True
400157,Noble - Baker College Prep,41.734622,-87.556201,263,245,87.2,83.1,Illinois,2710 E 89TH St,60617,True,False,False,False
610287,Ashburn Community Elementary School,41.742351,-87.70961,332,254,,91.0,Illinois,8300 S ST LOUIS Ave,60652,False,True,True,True
610298,Lenart Elementary Regional Gifted Center,41.747186,-87.62804,300,122,,95.6,Illinois,8101 S LASALLE St,60620,False,True,True,True
609974,Hawthorne Elementary Scholastic Academy,41.942275,-87.657709,639,78,,94.9,Illinois,3319 N CLIFTON Ave,60657,False,True,True,False
400046,L.E.A.R.N. - Romano Butler Campus,41.867273,-87.710679,458,449,,93.9,Illinois,1132 S HOMAN Ave,60624,False,True,True,False
610342,Albert R Sabin Elementary Magnet School,41.906816,-87.68305,345,307,,87.5,Illinois,2216 W HIRSCH St,60622,False,True,True,True
610004,Countee Cullen Elementary School,41.700335,-87.611244,171,166,,93.0,Illinois,10650 S EBERHART Ave,60628,False,True,True,False
609964,John H Hamline Elementary School,41.807242,-87.661175,588,563,,86.2,Illinois,4747 S BISHOP St,60609,False,True,True,True
610381,Bronzeville Scholastic Academy High School,41.805204,-87.625004,109,100,82.4,86.0,Illinois,4934 S WABASH Ave,60615,True,False,False,False
610391,Robert Lindblom Math & Science Academy HS,41.782041,-87.671662,1281,752,93.4,88.9,Illinois,6130 S WOLCOTT Ave,60636,True,True,False,False
610171,Arnold Mireles Elementary Academy,41.731717,-87.552788,564,472,,89.7,Illinois,9000 S EXCHANGE Ave,60617,False,True,True,True
610220,Thomas J Waters Elementary School,41.964165,-87.691433,696,160,,93.2,Illinois,4540 N CAMPBELL Ave,60625,False,True,True,True
610125,Irma C Ruiz Elementary School,41.848101,-87.680745,460,399,,89.7,Illinois,2410 S LEAVITT St,60608,False,True,True,True
610173,Jesse Sherwood Elementary School,41.7908,-87.632279,218,200,,91.7,Illinois,245 W 57TH St,60621,False,True,True,True
609811,Orville T Bright Elementary School,41.699726,-87.562084,243,181,,85.7,Illinois,10740 S CALHOUN Ave,60617,False,True,True,True
610194,Charles Sumner  Math & Science Community Acad ES,41.870828,-87.733524,199,158,,93.6,Illinois,4320 W 5TH Ave,60624,False,True,True,True
610352,Durkin Park Elementary School,41.738844,-87.729955,697,564,,91.5,Illinois,8445 S KOLIN Ave,60652,False,True,True,True
609956,Robert L Grimes Elementary School,41.775464,-87.758803,378,281,,91.2,Illinois,5450 W 64TH Pl,60638,False,True,True,True
610192,Harriet Beecher Stowe Elementary School,41.911938,-87.713318,566,489,,90.8,Illinois,3444 W WABANSIA Ave,60647,False,True,True,True
609745,Southside Occupational Academy High School,41.759852,-87.675947,371,265,,83.5,Illinois,7342 S HOYNE Ave,60636,True,False,False,False
609930,Frederick Funston Elementary School,41.917617,-87.716892,461,449,,90.2,Illinois,2010 N CENTRAL PARK Ave,60647,False,True,True,True
610000,Julia Ward Howe Elementary School of Excellence,41.893612,-87.759398,343,287,,89.3,Illinois,720 N LOREL Ave,60644,False,True,True,True
610543,Eric Solorio Academy High School,41.795201,-87.711059,1237,1122,90.1,89.1,Illinois,5400 S ST LOUIS Ave,60632,True,False,False,False
609705,Christian Fenger Academy High School,41.689951,-87.637572,213,184,58.1,76.3,Illinois,11220 S WALLACE St,60628,True,False,False,False
609971,John Harvard Elementary School of Excellence,41.757341,-87.632737,328,310,,89.9,Illinois,7525 S HARVARD ,60620,False,True,True,True
400050,Namaste Charter School,41.8257,-87.667724,381,314,,90.2,Illinois,3737 S PAULINA St,60609,False,True,True,False
610596,The Virtual Academy Elementary School,41.8627144,-87.6601387,258,198,,,Illinois,1326 W 14TH ,60608-1410,False,True,True,True
400119,Legal Prep Charter Academy,41.881733,-87.733778,197,194,81.0,78.1,Illinois,4319 W WASHINGTON Blvd,60624-2232,True,False,False,False
609943,Jesse Owens Elementary Community Academy,41.670618,-87.622546,333,319,,89.9,Illinois,12302 S STATE St,60628,False,True,True,True
610183,Spencer Technology Academy,41.884876,-87.750445,435,422,,85.6,Illinois,214 N LAVERGNE Ave,60644,False,True,True,True
610046,Mary Lyon Elementary School,41.934192,-87.777174,1017,805,,90.8,Illinois,2941 N MCVICKER Ave,60634,False,True,True,True
400062,Perspectives - High School of Technology,41.745949,-87.650657,303,290,73.3,81.5,Illinois,8522 S LAFAYETTE Ave,60620-1308,True,False,False,False
610269,John T McCutcheon Elementary School,41.970949,-87.654758,345,303,,90.3,Illinois,4865 N SHERIDAN Rd,60640,False,True,True,True
400107,L.E.A.R.N. - South Chicago Campus,41.733333,-87.54558,372,338,,89.7,Illinois,8914 S BUFFALO Ave,60617,False,True,True,False
