,id,name,latitude,longitude,student_count,is_high_school,is_middle_school,is_pre_school,is_ele_school,attendance_rate,graduation_rate,add_street,add_state,add_zipcode,puma,neighborhood
188,609679,Charles Allen Prosser Career Academy High School,41.920059,-87.761048,1150,True,False,False,False,82.0,84.7,2148 N LONG Ave,Illinois,60639,,0019
189,610090,Phillip Murray Elementary Language Academy,41.798535,-87.59334,464,False,True,False,True,91.8,,5335 S KENWOOD Ave,Illinois,60615,,0041
190,400127,YCCS-Austin Career Education Center HS,41.894976,-87.760221,0,True,False,False,False,,,5352 W CHICAGO Ave,Illinois,60651,,0025
191,400178,Moving Everest Charter School,41.888259,-87.755281,739,False,True,False,True,89.3,,416 N LARAMIE Ave,Illinois,60644-1906,,0025
192,610176,John D Shoop Math-Science Technical Academy ES,41.690919,-87.658669,516,False,True,True,True,92.3,,11140 S BISHOP St,Illinois,60643,,0075
193,610163,Frederick Stock Elementary School,42.016892,-87.814195,230,False,False,True,False,,,7507 W BIRCHWOOD Ave,Illinois,60631,,0009
194,609819,Edmond Burke Elementary School,41.79676,-87.616141,342,False,True,True,True,83.9,,5356 S KING Dr,Illinois,60615,,0040
195,400089,Acero Charter Schools - Officer Donald J. Marquez,41.808309,-87.697394,512,False,True,False,True,92.1,,2916 W 47TH St,Illinois,60632,,0058
196,609851,Thomas Chalmers STEAM Elementary School,41.866435,-87.695259,204,False,True,True,True,96.5,,2745 W ROOSEVELT Rd,Illinois,60608,,0029
197,610355,Mary E Courtenay Elementary Language Arts Center,41.962308,-87.663853,267,False,True,True,True,88.6,,4420 N BEACON St,Illinois,60640,,0003
198,610390,Hyman G Rickover Naval Academy High School,41.957599,-87.769938,517,True,False,False,False,87.1,93.0,5700 W BERTEAU Ave,Illinois,60634-1717,,0015
199,610055,Michael Faraday Elementary School,41.879714,-87.708092,175,False,True,True,True,88.4,,3250 W MONROE St,Illinois,60624,,0027
200,609698,William J Bogan High School,41.749376,-87.721097,604,True,False,False,False,76.7,71.3,3939 W 79TH St,Illinois,60652,,0070
201,609746,Kenwood Academy High School,41.803772,-87.590421,2202,True,True,False,False,88.6,94.4,5015 S BLACKSTONE Ave,Illinois,60615,,0039
202,400098,Noble - Muchin College Prep,41.88274,-87.626338,901,True,False,False,False,88.7,96.4,1 N STATE St,Illinois,60602,,0032
203,400162,Intrinsic Charter School,41.938988,-87.741129,968,True,True,False,False,88.6,92.9,4540 W BELMONT Ave,Illinois,60641,,0016
204,609969,Bret Harte Elementary School,41.793447,-87.586855,351,False,True,True,True,90.3,,1556 E 56TH St,Illinois,60637,,0041
205,610248,Chicago Academy Elementary School,41.943056,-87.778187,547,False,True,True,True,92.1,,3400 N AUSTIN Ave,Illinois,60634,,0017
206,609978,Wendell Smith Elementary School,41.707558,-87.60466,356,False,True,True,True,94.9,,744 E 103RD St,Illinois,60628,,0050
207,400124,YCCS- McKinley Lakeside Leadership HS,41.841331,-87.625331,105,True,False,False,False,73.2,,2920 S WABASH Ave,Illinois,60616,,0035
208,609893,John C Dore Elementary School,41.773825866,-87.79974193,745,False,True,True,True,91.5,,7134 W 65TH St,Illinois,60638-4606,,0064
209,400120,Acero Charter Schools - Roberto Clemente,41.917952,-87.78783,461,False,True,False,True,92.2,,2050 N NATCHEZ Ave,Illinois,60707,,0019
210,610202,George W Tilton Elementary School,41.884102,-87.730566,257,False,True,True,True,87.8,,223 N KEELER Ave,Illinois,60624,,0026
211,610282,Ronald E McNair Elementary School,41.897819,-87.746731,336,False,True,True,True,90.4,,4820 W WALTON St,Illinois,60651,,0025
212,610060,Chicago World Language Academy,41.8743,-87.660985,449,False,True,False,True,94.6,,1340 W HARRISON St,Illinois,60607,,0028
213,609975,John Hay Elementary Community Academy,41.899171,-87.755813,254,False,True,True,True,90.0,,1018 N LARAMIE Ave,Illinois,60651,,0025
214,610155,Sauganash Elementary School,41.991169,-87.745951,701,False,True,True,True,93.9,,6040 N KILPATRICK Ave,Illinois,60646,,0012
215,610199,Johnnie Colemon Elementary Academy,41.677505,-87.658111,164,False,True,True,True,92.2,,1441 W 119TH St,Illinois,60643,,0053
216,609983,James Hedges Elementary School,41.807112,-87.673327,509,False,True,True,True,91.3,,4747 S WINCHESTER Ave,Illinois,60609,,0061
217,609973,Emiliano Zapata Elementary Academy,41.841394,-87.734313,513,False,True,True,True,91.4,,2728 S KOSTNER Ave,Illinois,60623,,0030
218,609959,John Charles Haines Elementary School,41.849958,-87.633806,461,False,True,True,True,96.9,,247 W 23RD Pl,Illinois,60616,,0034
219,400052,Noble - Gary Comer College Prep,41.764083,-87.601974,986,True,True,False,True,84.5,82.7,7131 S SOUTH CHICAGO Ave,Illinois,60619,,0069
220,400060,Asian Human Services - Passages Charter School,41.983371,-87.67116,352,False,True,False,True,89.7,,1643 W BRYN MAWR Ave,Illinois,60660,,0077
221,609967,William F Finkl Elementary School,41.849215,-87.685668,246,False,True,True,True,89.8,,2332 S WESTERN Ave,Illinois,60608,,0031
222,610547,South Shore Intl College Prep High School,41.758792,-87.576353,589,True,False,False,False,81.7,92.9,1955 E 75TH St,Illinois,60649,,0043
223,400086,Urban Prep Academy for Young Men - Englewood,41.781498,-87.634357,82,True,False,False,False,91.6,83.8,6201 S STEWART Ave,Illinois,60621,,0068
224,610142,William H Ray Elementary School,41.792348,-87.594752,612,False,True,True,True,91.4,,5631 S KIMBARK Ave,Illinois,60637,,0041
225,610354,North River Elementary School,41.961721,-87.707151,319,False,True,True,True,93.8,,3729 W LELAND Ave,Illinois,60625-5706,,0014
226,400079,Acero Charter Schools - SPC Daniel Zizumbo,41.810135,-87.730495,527,False,True,False,True,91.6,,4248 W 47TH St,Illinois,60632,,0057
227,609732,Charles P Steinmetz College Preparatory HS,41.935634,-87.783515,1050,True,False,False,False,75.4,79.0,3030 N MOBILE Ave,Illinois,60634,,0019
228,609836,Arthur E Canty Elementary School,41.948007,-87.829296,809,False,True,True,True,92.1,,3740 N PANAMA Ave,Illinois,60634,,0017
229,609739,George Washington High School,41.688137,-87.53757,1464,True,False,False,False,82.9,84.4,3535 E 114TH St,Illinois,60617,,0052
230,609782,John J Audubon Elementary School,41.945062,-87.681041,613,False,True,True,True,94.1,,3500 N HOYNE Ave,Illinois,60618,,0005
231,609815,Edward A Bouchet Math & Science Academy ES,41.760847,-87.576075,682,False,True,True,True,87.2,,7355 S JEFFERY Blvd,Illinois,60649,,0043
232,610295,Thomas J Higgins Elementary Community Academy,41.681031,-87.646994,254,False,True,True,True,89.6,,11710 S MORGAN St,Illinois,60643,,0053
233,609985,Helen M Hefferan Elementary School,41.878665,-87.735802,236,False,True,True,True,86.8,,4409 W WILCOX St,Illinois,60624,,0026
234,609733,Roger C Sullivan High School,42.002688,-87.669192,719,True,False,False,False,75.3,72.2,6631 N BOSWORTH Ave,Illinois,60626,,0001
235,610193,William K New Sullivan Elementary School,41.743829,-87.542928,482,False,True,True,True,87.6,,8331 S MACKINAW Ave,Illinois,60617,,0046
236,400080,Acero Charter Schools - PFC Omar E. Torres,41.8082,-87.73045,533,False,True,False,True,90.3,,4248 W 47TH St,Illinois,60632,,0057
237,610599,Catalpa Early Childhood Center,41.9759599,-87.7663557,235,False,False,True,False,,,5252 N LONG ,Illinois,60630-1438,,0011
238,610293,Genevieve Melody Elementary School,41.878799,-87.724661,346,False,True,True,True,98.0,,3937 W WILCOX St,Illinois,60624,,0026
239,610225,John Whistler Elementary School,41.683907,-87.655384,236,False,True,True,True,90.7,,11533 S ADA St,Illinois,60643,,0053
240,610024,Lazaro Cardenas Elementary School,41.848488,-87.716017,766,False,True,True,True,90.3,,2345 S MILLARD Ave,Illinois,60623,,0030
241,609762,Percy L Julian High School,41.705859,-87.653749,402,True,False,False,False,74.1,72.9,10330 S ELIZABETH St,Illinois,60643,,0073
242,609682,Ellen H Richards Career Academy High School,41.802881,-87.662278,326,True,False,False,False,76.2,76.9,5009 S LAFLIN St,Illinois,60609,,0061
243,609966,Charles G Hammond Elementary School,41.852719,-87.696243,258,False,True,True,True,89.4,,2819 W 21ST Pl,Illinois,60623,,0030
244,400163,KIPP Chicago Charter School - KIPP Bloom,41.793556,-87.639967,895,False,True,False,True,89.6,,5515 S LOWE Ave,Illinois,60621,,0068
245,400116,The Montessori School of Englewood Charter,41.774572,-87.676147,354,False,True,False,True,89.6,,6936 S HERMITAGE Ave,Illinois,60636-3333,,0067
246,400059,North Lawndale College Prep - Collins,41.864146,-87.700681,246,True,False,False,False,73.2,82.9,1313 S SACRAMENTO Dr,Illinois,60623,,0029
247,610057,Fairfield Elementary Academy,41.780904,-87.692115,481,False,True,True,True,90.0,,6201 S FAIRFIELD Ave,Illinois,60629,,0066
248,609993,Agustin Lara Elementary Academy,41.80977,-87.672182,363,False,True,True,True,90.1,,4619 S WOLCOTT Ave,Illinois,60609,,0061
249,609791,Perkins Bass Elementary School,41.774246,-87.653532,296,False,True,True,True,88.0,,1140 W 66TH St,Illinois,60621,,0068
250,609909,Edward Everett Elementary School,41.831555,-87.68131,87,False,False,True,True,96.0,,3419 S BELL Ave,Illinois,60608,,0059
251,610123,William Penn Elementary School,41.858372,-87.722386,229,False,True,True,True,89.4,,1616 S AVERS Ave,Illinois,60623,,0029
252,609996,Charles N Holden Elementary School,41.838027,-87.653792,413,False,True,True,True,91.3,,1104 W 31ST St,Illinois,60608,,0060
253,400011,Alain Locke Charter School,41.877248,-87.705235,342,False,True,False,True,90.1,,3141 W JACKSON Blvd,Illinois,60612,,0027
254,609754,Chicago Military Academy High School,41.830555,-87.619216,197,True,False,False,False,81.9,81.8,3519 S GILES Ave,Illinois,60653,,0035
255,400047,L.E.A.R.N. - Charles and Dorothy Campbell Campus,41.877861,-87.698739,344,False,False,False,True,89.3,,212 S FRANCISCO Ave,Illinois,60612,,0027
256,610207,John H Vanderpoel Elementary Magnet School,41.720817,-87.665559,245,False,True,False,True,94.5,,9510 S PROSPECT Ave,Illinois,60643,,0072
257,610174,James Shields Elementary School,41.815909,-87.689647,435,False,False,True,True,89.1,,4250 S ROCKWELL St,Illinois,60632,,0058
258,610368,Langston Hughes Elementary School,41.705342,-87.629869,464,False,True,True,True,86.8,,240 W 104TH St,Illinois,60628,,0049
259,609786,Avalon Park Elementary School,41.748247,-87.591654,233,False,True,True,True,88.7,,8045 S KENWOOD Ave,Illinois,60619,,0045
260,610238,Carrie Jacobs Bond Elementary School,41.765361,-87.653018,239,False,True,True,True,88.6,,7050 S MAY St,Illinois,60621,,0068
261,609862,Edward Coles Elementary Language Academy,41.741413,-87.56597,293,False,True,True,True,89.2,,8441 S YATES Blvd,Illinois,60617,,0046
262,609828,Jonathan Burr Elementary School,41.912358,-87.668661,460,False,True,False,True,94.1,,1621 W WABANSIA Ave,Illinois,60622,,0024
263,610135,Portage Park Elementary School,41.956988,-87.761007,943,False,True,True,True,90.8,,5330 W BERTEAU Ave,Illinois,60641,,0015
264,400021,Catalyst Elementary Charter School - Circle Rock,41.882322,-87.765322,498,False,True,False,True,91.8,,5608 W WASHINGTON Blvd,Illinois,60644,,0025
265,610180,John M Smyth Elementary School,41.865351,-87.653445,372,False,True,True,True,87.4,,1059 W 13TH St,Illinois,60608,,0028
266,610564,Disney II Magnet High School,41.952488,-87.721364,714,True,True,False,False,84.4,90.0,3900 N LAWNDALE Ave,Illinois,60618,,0016
267,610350,Robert A Black Magnet Elementary School,41.729692,-87.576643,333,False,True,False,True,95.3,,9101 S EUCLID Ave,Illinois,60617-3749,,0048
268,609875,Charles R Darwin Elementary School,41.923323,-87.705413,500,False,True,True,True,92.5,,3116 W BELDEN Ave,Illinois,60647,,0022
269,609779,George Armstrong International Studies ES,42.01015,-87.684442,1306,False,True,True,True,92.2,,2110 W GREENLEAF Ave,Illinois,60645,,0002
270,400180,KIPP One Academy,41.893805,-87.726615,989,False,True,False,True,93.0,,730 N PULASKI ,Illinois,60624-1063,,0023
271,609919,John Fiske Elementary School,41.785183,-87.608633,392,False,True,True,True,87.1,,6020 S LANGLEY Ave,Illinois,60637,,0042
272,609871,Barbara Vick Early Childhood & Family Center,41.688191,-87.685677,452,False,False,True,False,,,2554 W 113TH St,Illinois,60655,,0075
273,609710,John M Harlan Community Academy High School,41.718372,-87.620623,171,True,False,False,False,66.2,75.3,9652 S MICHIGAN Ave,Illinois,60628,,0049
274,609976,Stephen K Hayt Elementary School,41.994541,-87.668504,898,False,True,True,True,91.0,,1518 W GRANVILLE Ave,Illinois,60660,,0077
275,400118,Noble - DRW College Prep,41.869328,-87.711654,295,True,False,False,False,75.6,80.7,931 S HOMAN Ave,Illinois,60624,,0029
276,609866,John C Coonley Elementary School,41.955553,-87.683765,725,False,True,False,True,94.2,,4046 N LEAVITT St,Illinois,60618,,0005
277,610170,Columbia Explorers Elementary Academy,41.811069,-87.704199,730,False,True,True,True,93.6,,4520 S KEDZIE Ave,Illinois,60632,,0058
278,610499,Collins Academy STEAM High School,41.864149,-87.702042,197,True,False,False,False,80.5,72.3,1313 S SACRAMENTO Dr,Illinois,60623,,0029
279,609764,Benito Juarez Community Academy High School,41.852667,-87.663732,1480,True,False,False,False,76.4,86.6,1450 W CERMAK Rd,Illinois,60608-4408,,0031
280,609691,North-Grand High School,41.911674,-87.735238,1020,True,False,False,False,80.9,82.7,4338 W WABANSIA Ave,Illinois,60639,,0023
281,609805,Scott Joplin Elementary School,41.749339,-87.669366,277,False,True,True,True,89.6,,7931 S HONORE St,Illinois,60620,,0071
282,610165,Franz Peter Schubert Elementary School,41.930403,-87.76119,551,False,False,True,True,90.1,,2727 N LONG Ave,Illinois,60639,,0019
283,609810,Norman A Bridge Elementary School,41.949114,-87.798669,1093,False,True,True,True,91.2,,3800 N NEW ENGLAND Ave,Illinois,60634,,0017
284,610108,Luke O'Toole Elementary School,41.774571,-87.674865,346,False,True,True,True,89.0,,6550 S SEELEY Ave,Illinois,60636,,0067
285,610279,Henry O Tanner Elementary School,41.760673,-87.606791,272,False,True,True,True,86.8,,7350 S EVANS Ave,Illinois,60619,,0069
286,610366,Charles H Wacker Elementary School,41.716193,-87.648044,217,False,True,True,True,93.9,,9746 S MORGAN St,Illinois,60643,,0073
287,609800,Frank I Bennett Elementary School,41.710435,-87.61739,290,False,True,True,True,90.6,,10115 S PRAIRIE Ave,Illinois,60628,,0049
288,609723,John Marshall Metropolitan High School,41.878444,-87.70805,208,True,False,False,False,68.2,79.7,3250 W ADAMS St,Illinois,60624,,0027
289,609735,Edward Tilden Career Community Academy HS,41.80751,-87.642966,254,True,False,False,False,74.3,57.4,4747 S UNION Ave,Illinois,60609,,0061
290,610518,Austin College and Career Academy High School,41.885993,-87.761916,141,True,False,False,False,61.5,66.7,231 N PINE Ave,Illinois,60644,,0025
291,400057,Noble - UIC College Prep,41.865817,-87.676111,913,True,False,False,False,85.2,92.1,1231 S DAMEN Ave,Illinois,60608,,0028
292,610116,Parkside Elementary Community Academy,41.768555,-87.582954,289,False,True,True,True,86.9,,6938 S EAST END Ave,Illinois,60649,,0043
293,609864,John W Cook Elementary School,41.745237,-87.659775,334,False,True,True,True,91.8,,8150 S BISHOP St,Illinois,60620,,0071
294,610112,Francis W Parker Elementary Community Academy,41.77078,-87.634086,354,False,True,True,True,87.7,,6800 S STEWART Ave,Illinois,60621,,0068
295,610369,Mahalia Jackson Elementary School,41.734125,-87.646767,316,False,True,True,True,89.2,,917 W 88TH St,Illinois,60620,,0071
296,610159,Jonathan Y Scammon Elementary School,41.941678,-87.732179,617,False,True,True,True,90.2,,4201 W HENDERSON St,Illinois,60641,,0016
297,610208,Mildred I Lavizzo Elementary School,41.696262,-87.627148,410,False,True,True,True,92.5,,138 W 109TH St,Illinois,60628,,0049
298,610246,Edward Beasley Elementary Magnet Academic Center,41.798465,-87.625692,1125,False,True,True,True,91.0,,5255 S STATE St,Illinois,60609,,0040
299,400071,Providence Englewood Charter School,41.775367,-87.663996,418,False,True,False,True,90.0,,6515 S ASHLAND Ave,Illinois,60636,,0067
300,609929,Robert Fulton Elementary School,41.79758,-87.668436,331,False,True,True,True,88.5,,5300 S HERMITAGE Ave,Illinois,60609,,0061
301,609680,Walter Payton College Preparatory High School,41.901575,-87.635385,1249,True,False,False,False,92.4,98.7,1034 N WELLS St,Illinois,60610,,0008
302,610593,Ombudsman Chicago - Roseland,41.695105,-87.642816,162,True,False,False,False,50.4,,10928 S HALSTED ,IL,60628-3128,,0075
303,609986,Charles R Henderson Elementary School,41.790591,-87.671887,263,False,True,True,True,89.8,,5650 S WOLCOTT Ave,Illinois,60636,,0067
304,609761,George H Corliss High School,41.70666,-87.601216,378,True,False,False,False,78.4,79.2,821 E 103RD St,Illinois,60628,,0050
305,610323,Bowen High School,41.734627,-87.55755,268,True,False,False,False,72.7,58.1,2710 E 89TH St,Illinois,60617,,0046
306,610070,James B McPherson Elementary School,41.967847,-87.676288,816,False,True,True,True,93.2,,4728 N WOLCOTT Ave,Illinois,60640,,0004
307,400139,YCCS-Sullivan House Alternative HS,41.746287,-87.578492,294,True,False,False,False,81.4,,8164 S SOUTH CHICAGO Ave,Illinois,60617,,0045
308,400135,YCCS-Latino Youth Alternative HS,41.854665,-87.69543,148,True,False,False,False,62.3,,2001 S CALIFORNIA Ave,Illinois,60608,,0030
309,609797,Jacob Beidler Elementary School,41.885321,-87.705855,244,False,True,True,True,90.1,,3151 W WALNUT St,Illinois,60612,,0027
310,610223,Daniel S Wentworth Elementary School,41.765076,-87.658205,483,False,True,True,True,88.6,,1340 W 71ST St,Illinois,60636,,0067
311,610215,Francisco I Madero Middle School,41.840957,-87.705064,234,False,True,False,True,89.7,,3202 W 28TH St,Illinois,60623,,0030
312,610219,George Washington Elementary School,41.688131,-87.536015,568,False,True,True,True,91.8,,3611 E 114TH St,Illinois,60617,,0052
313,610002,Thomas Hoyne Elementary School,41.733338,-87.568228,226,False,True,True,True,91.1,,8905 S CRANDON Ave,Illinois,60617,,0048
314,610047,James Madison Elementary School,41.759548,-87.590712,223,False,True,True,True,87.2,,7433 S DORCHESTER Ave,Illinois,60619,,0043
315,610126,John J Pershing STEAM Magnet Elementary School,41.836527,-87.618338,437,False,True,True,True,91.8,,3200 S CALUMET Ave,Illinois,60616,,0035
316,609972,Helge A Haugan Elementary School,41.964029,-87.723128,1082,False,True,True,True,92.1,,4540 N HAMLIN Ave,Illinois,60625,,0014
317,610015,Joseph Jungman STEM Magnet Elementary School,41.858065,-87.652302,316,False,True,True,True,89.6,,1746 S MILLER St,Illinois,60608,,0031
318,610041,Josephine C Locke Elementary School,41.931762,-87.795604,1099,False,True,True,True,89.9,,2828 N OAK PARK Ave,Illinois,60634,,0018
319,610245,Frederick A Douglass Academy High School,41.890369,-87.767668,26,True,False,False,False,75.4,,543 N WALLER Ave,Illinois,60644,,0025
320,609821,Burnham Elementary Inclusive Academy,41.714402,-87.567131,385,False,True,True,True,89.9,,9928 S CRANDON Ave,Illinois,60617,,0051
321,609693,George Westinghouse College Prep,41.889977,-87.707332,1195,True,False,False,False,86.2,96.5,3223 W FRANKLIN Blvd,Illinois,60624,,0023
322,610056,Roswell B Mason Elementary School,41.856864,-87.731672,239,False,True,True,True,87.2,,4217 W 18TH St,Illinois,60623,,0029
323,609900,George W Curtis Elementary School,41.685418,-87.621653,366,False,True,True,True,86.7,,32 E 115TH St,Illinois,60628,,0049
324,610362,Medgar Evers Elementary School,41.715665,-87.639305,225,False,True,True,True,91.1,,9811 S LOWE Ave,Illinois,60628,,0073
325,400151,L.E.A.R.N. Charter School - 7th Campus,41.88741,-87.701397,146,False,False,False,True,93.4,,3021 W CARROLL Ave,Illinois,60612,,0027
326,610384,Infinity Math Science and Technology High School,41.836169,-87.735278,405,True,False,False,False,89.3,92.6,3120 S KOSTNER Ave,Illinois,60623,,0030
327,610191,Stone Elementary Scholastic Academy,41.995359,-87.684793,541,False,True,False,True,93.2,,6239 N LEAVITT St,Illinois,60659,,0002
328,610016,Kate S Kellogg Elementary School,41.725263,-87.677233,302,False,True,False,True,95.0,,9241 S LEAVITT St,Illinois,60643-6318,,0072
329,609958,Frank W Gunsaulus Elementary Scholastic Academy,41.813007,-87.699364,662,False,True,True,True,94.4,,4420 S SACRAMENTO Ave,Illinois,60632,,0058
330,610127,Mary Gage Peterson Elementary School,41.981557,-87.712583,911,False,True,True,True,91.9,,5510 N CHRISTIANA Ave,Illinois,60625,,0013
331,610096,Florence Nightingale Elementary School,41.797714,-87.689139,920,False,True,True,True,92.2,,5250 S ROCKWELL St,Illinois,60632,,0063
332,610383,Greater Lawndale High School For Social Justice,41.833507,-87.735299,263,True,False,False,False,81.3,81.3,3120 S KOSTNER Ave,Illinois,60623,,0030
333,400083,Acero Charter Schools - Octavio Paz Campus,41.850035,-87.692551,100,False,True,False,True,93.1,,2651 W 23RD St,Illinois,60608,,0030
334,609727,Wendell Phillips Academy High School,41.82388,-87.619796,405,True,False,False,False,63.5,75.2,244 E PERSHING Rd,Illinois,60653,,0035
335,400091,Chicago Technology Academy High School,41.863301,-87.659095,301,True,False,False,False,87.3,92.8,1301 W 14TH St,Illinois,60608,,0028
336,610329,Orozco Fine Arts & Sciences Elementary School,41.857755,-87.67521,282,False,True,True,True,94.6,,1940 W 18TH St,Illinois,60608,,0031
337,609891,James R Doolittle Jr Elementary School,41.831121,-87.612275,256,False,True,True,True,90.1,,535 E 35TH St,Illinois,60616,,0035
338,610573,Safe Achieve Academy HS,41.753115,-87.551804,34,True,False,False,False,74.9,,7877 S COLES Ave,Illinois,60649-4817,,0043
339,610054,John L Marsh Elementary School,41.716588,-87.552483,629,False,True,True,True,91.0,,9822 S EXCHANGE Ave,Illinois,60617,,0051
340,610089,John B Murphy Elementary School,41.950078,-87.716832,519,False,True,True,True,91.3,,3539 W GRACE St,Illinois,60618,,0016
341,609741,Gurdon S Hubbard High School,41.780526,-87.718014,1527,True,False,False,False,80.3,85.4,6200 S HAMLIN Ave,Illinois,60629,,0065
342,610276,Irvin C Mollison Elementary School,41.814358,-87.616618,252,False,True,True,True,85.1,,4415 S DR MARTIN L KING JR Dr,Illinois,60653,,0038
343,610030,Charles Kozminski Elementary Community Academy,41.798002,-87.602481,282,False,True,True,True,89.0,,936 E 54TH St,Illinois,60615,,0041
344,609774,Louisa May Alcott College Preparatory ES,41.92985,-87.646413,562,False,True,True,True,94.2,,2625 N ORCHARD St,Illinois,60614-1573,,0007
345,610561,Richard T Crane Medical Preparatory HS,41.876947,-87.683301,283,True,False,False,False,73.8,83.0,2245 W JACKSON Blvd,Illinois,60612,,0028
346,610601,SAFE Achieve Academy West HS,41.753115,-87.551804,32,True,False,False,False,,,230 N KOLMAR ,IL,60624-2120,,0043
347,610109,William Bishop Owen Scholastic Academy ES,41.74285,-87.705749,278,False,True,True,True,94.2,,8247 S CHRISTIANA Ave,Illinois,60652,,0070
348,400106,Noble - John and Eunice Johnson College Prep,41.778369,-87.635117,478,True,False,False,False,82.6,81.0,6350 S STEWART Ave,Illinois,60621,,0068
349,609938,Joseph E Gary Elementary School,41.837065,-87.718697,710,False,True,True,True,91.6,,3740 W 31ST St,Illinois,60623,,0030
350,609954,John Milton Gregory Elementary School,41.870742,-87.718666,302,False,True,True,True,92.5,,3715 W POLK St,Illinois,60624,,0027
351,609921,Telpochcalli Elementary School,41.847947,-87.696006,217,False,True,True,True,88.7,,2832 W 24TH Blvd,Illinois,60623,,0030
352,400084,Acero Charter Schools - Rufino Tamayo,41.79993,-87.693862,259,False,True,False,True,93.4,,5135 S CALIFORNIA Ave,Illinois,60632,,0063
353,609917,Fernwood Elementary School,41.711184,-87.640414,271,False,True,True,True,92.6,,10041 S UNION Ave,Illinois,60628,,0073
354,610158,Harriet E Sayre Elementary Language Academy,41.914151,-87.798721,385,False,True,True,True,89.6,,1850 N NEWLAND Ave,Illinois,60707,,0025
355,400136,YCCS-Olive Harvey Middle College HS,41.712922,-87.592333,107,True,False,False,False,67.8,,10001 S WOODLAWN Ave,Illinois,60628,,0050
356,609749,Northside College Preparatory High School,41.981315,-87.708708,1058,True,False,False,False,92.4,97.5,5501 N KEDZIE Ave,Illinois,60625,,0013
357,610300,Oliver S Westcott Elementary School,41.748868,-87.634751,408,False,True,True,True,89.2,,409 W 80TH St,Illinois,60620,,0044
358,610515,Disney II Magnet School,41.950461,-87.730678,420,False,False,True,True,93.3,,3815 N KEDVALE Ave,Illinois,60641,,0016
359,609884,William E Dever Elementary School,41.942552,-87.813132,748,False,True,True,True,91.4,,3436 N OSCEOLA Ave,Illinois,60634,,0017
360,400044,KIPP Ascend Charter School,41.85837,-87.721071,884,False,True,False,True,89.6,,1616 S AVERS Ave,Illinois,60623,,0029
361,610059,Oscar Mayer Magnet School,41.923204,-87.657287,711,False,True,True,True,94.0,,2250 N CLIFTON Ave,Illinois,60614,,0007
362,609751,Dr  Martin Luther King  Jr  College Prep HS,41.813675,-87.603874,784,True,False,False,False,90.9,91.4,4445 S DREXEL Blvd,Illinois,60653,,0039
363,610122,Helen Peirce International Studies ES,41.983456,-87.66585,1111,False,True,True,True,93.7,,1423 W BRYN MAWR Ave,Illinois,60660,,0077
364,610044,James Russell Lowell Elementary School,41.90652,-87.710217,316,False,True,True,True,89.3,,3320 W HIRSCH St,Illinois,60651,,0023
365,400048,L.E.A.R.N. - Excel Campus,41.874687,-87.686568,374,False,False,False,True,88.8,,3021 W CARROLL Ave,Illinois,60612,,0028
366,610541,Federico Garcia Lorca Elementary School,41.940026,-87.724783,635,False,True,True,True,91.6,,3231 N SPRINGFIELD Ave,Illinois,60618,,0021
367,610010,Friedrich L. Jahn Elementary of the Fine Arts,41.939247,-87.67581,369,False,True,True,True,90.5,,3149 N WOLCOTT Ave,Illinois,60657,,0005
368,400157,Noble - Baker College Prep,41.734622,-87.556201,263,True,False,False,False,83.1,87.2,2710 E 89TH St,Illinois,60617,,0046
369,610287,Ashburn Community Elementary School,41.742351,-87.70961,332,False,True,True,True,91.0,,8300 S ST LOUIS Ave,Illinois,60652,,0070
370,610298,Lenart Elementary Regional Gifted Center,41.747186,-87.62804,300,False,True,True,True,95.6,,8101 S LASALLE St,Illinois,60620,,0044
371,609974,Hawthorne Elementary Scholastic Academy,41.942275,-87.657709,639,False,True,False,True,94.9,,3319 N CLIFTON Ave,Illinois,60657,,0006
372,400046,L.E.A.R.N. - Romano Butler Campus,41.867273,-87.710679,458,False,True,False,True,93.9,,1132 S HOMAN Ave,Illinois,60624,,0029
373,610342,Albert R Sabin Elementary Magnet School,41.906816,-87.68305,345,False,True,True,True,87.5,,2216 W HIRSCH St,Illinois,60622,,0024
374,610004,Countee Cullen Elementary School,41.700335,-87.611244,171,False,True,False,True,93.0,,10650 S EBERHART Ave,Illinois,60628,,0049
375,609964,John H Hamline Elementary School,41.807242,-87.661175,588,False,True,True,True,86.2,,4747 S BISHOP St,Illinois,60609,,0061
376,610381,Bronzeville Scholastic Academy High School,41.805204,-87.625004,109,True,False,False,False,86.0,82.4,4934 S WABASH Ave,Illinois,60615,,0038
377,610391,Robert Lindblom Math & Science Academy HS,41.782041,-87.671662,1281,True,True,False,False,88.9,93.4,6130 S WOLCOTT Ave,Illinois,60636,,0067
378,610171,Arnold Mireles Elementary Academy,41.731717,-87.552788,564,False,True,True,True,89.7,,9000 S EXCHANGE Ave,Illinois,60617,,0046
379,610220,Thomas J Waters Elementary School,41.964165,-87.691433,696,False,True,True,True,93.2,,4540 N CAMPBELL Ave,Illinois,60625,,0004
380,610125,Irma C Ruiz Elementary School,41.848101,-87.680745,460,False,True,True,True,89.7,,2410 S LEAVITT St,Illinois,60608,,0031
381,610173,Jesse Sherwood Elementary School,41.7908,-87.632279,218,False,True,True,True,91.7,,245 W 57TH St,Illinois,60621,,0068
382,609811,Orville T Bright Elementary School,41.699726,-87.562084,243,False,True,True,True,85.7,,10740 S CALHOUN Ave,Illinois,60617,,0051
