,id,name,latitude,longitude,student_count,is_high_school,is_middle_school,is_pre_school,is_ele_school,attendance_rate,graduation_rate,add_street,add_state,add_zipcode,status_as_of_2024,year,dropout_rate,num_dropouts,total_students_dropout,adjusted_students,puma,neighborhood
72,610391,LINDBLOM HS,41.782041,-87.671662,1280.0,True,True,False,False,88.9,93.4,6130 S WOLCOTT Ave,Illinois,60636,,2023,0.7,8,1157,1122,03165,
73,609722,MANLEY HS,41.870939,-87.699896,146.0,True,False,False,False,68.9,57.1,2935 W POLK St,Illinois,60612,,2023,26.7,32,130,120,03158,
74,609780,MARINE LEADERSHIP AT AMES HS,41.916045,-87.721742,523.0,True,True,False,False,84.4,93.8,1920 N HAMLIN Ave,Illinois,60647,,2023,0.6,3,544,533,03155,
75,609723,MARSHALL HS,41.878444,-87.70805,208.0,True,False,False,False,68.2,79.7,3250 W ADAMS St,Illinois,60624,,2023,5.4,11,228,204,03158,
76,609724,MATHER HS,41.987589,-87.702496,1616.0,True,False,False,False,84.1,85.6,5835 N LINCOLN Ave,Illinois,60659,,2023,1.8,29,1777,1635,03152,
77,609725,MORGAN PARK HS,41.692035,-87.665658,1189.0,True,True,False,False,78.9,85.2,1744 W PRYOR Ave,Illinois,60643,,2023,3,31,1182,1047,03166,
78,610385,MULTICULTURAL ARTS HS,41.835282,-87.735283,272.0,True,False,False,False,72.8,63.5,3120 S KOSTNER Ave,Illinois,60623,,2023,5.4,16,308,297,03163,
79,400058,NLCP - CHRISTIANA HS,41.858564,-87.708987,227.0,True,False,False,False,79.6,84.1,1615 S CHRISTIANA Ave,Illinois,60623,,2023,1.3,4,321,302,03158,
80,400059,NLCP - COLLINS HS,41.864146,-87.700681,246.0,True,False,False,False,73.2,82.9,1313 S SACRAMENTO Dr,Illinois,60623,,2023,2.3,9,421,395,03158,
81,400170,NOBLE - ACADEMY HS,41.906879,-87.645577,404.0,True,False,False,False,86.7,94.7,1443 N OGDEN Ave,Illinois,60610-1007,,2023,1.7,10,611,583,03160,
82,400157,NOBLE - BAKER HS,41.734622,-87.556201,262.0,True,False,False,False,83.1,87.2,2710 E 89TH St,Illinois,60617,,2023,4.1,11,296,268,03168,
83,400097,NOBLE - BULLS HS,41.878809,-87.678195,1005.0,True,False,False,False,85.5,92.1,2040 W ADAMS St,Illinois,60612,,2023,0.7,8,1183,1120,03159,
84,400156,NOBLE - BUTLER HS,41.706667,-87.602573,647.0,True,False,False,False,85.9,89.9,821 E 103RD St,Illinois,60628,,2023,0.3,2,655,587,03167,
85,400052,NOBLE - COMER,41.764083,-87.601974,984.0,True,True,False,True,84.5,82.7,7131 S SOUTH CHICAGO Ave,Illinois,60619,,2023,3.9,30,800,777,03165,
86,400118,NOBLE - DRW HS,41.869328,-87.711654,293.0,True,False,False,False,75.6,80.7,931 S HOMAN Ave,Illinois,60624,,2023,14.4,54,380,376,03158,
87,400053,NOBLE - GOLDER HS,41.895282,-87.664483,621.0,True,False,False,False,87.0,88.7,1454 W SUPERIOR St,Illinois,60642,,2023,2.5,17,697,668,03159,
88,400117,NOBLE - HANSBERRY HS,41.734442,-87.650987,497.0,True,False,False,False,86.5,87.3,8748 S ABERDEEN St,Illinois,60620,,2023,4.6,22,503,482,03166,
89,400169,NOBLE - ITW SPEER HS,41.92563,-87.769808,1111.0,True,False,False,False,91.0,90.5,5321 W GRAND Ave,Illinois,60639-3009,,2023,0.8,9,1139,1106,03157,
90,400106,NOBLE - JOHNSON HS,41.778369,-87.635117,477.0,True,False,False,False,82.6,81.0,6350 S STEWART Ave,Illinois,60621,,2023,6.1,29,486,478,03165,
91,400179,NOBLE - MANSUETO HS,41.800136,-87.728003,1060.0,True,False,False,False,89.8,91.0,2911 W 47TH ,Illinois,60632-1906,,2023,1.5,16,1076,1055,03164,
92,400098,NOBLE - MUCHIN HS,41.88274,-87.626338,904.0,True,False,False,False,88.7,96.4,1 N STATE St,Illinois,60602,,2023,3.4,30,932,894,03160,
93,400051,NOBLE - NOBLE HS,41.900191,-87.662628,667.0,True,False,False,False,89.6,98.8,1010 N NOBLE St,Illinois,60642-4011,,2023,0.8,5,659,634,03159,
